,Unnamed: 0,Song_Name,Key,Capo,Chord,BPM,Freq_map
202,175,On My Way Chords,E,no capo,"['E', 'B', 'C#m', 'A', 'G#m', 'F#m', 'G#']",85 bpm,"{'C': 21, 'G': 14, 'Am': 43, 'F': 25, 'Em': 11, 'Dm': 11, 'E': 11}"
203,249,Peaceful Easy Feeling Chords,E,2nd fret,"['D', 'Dsus4', 'G', 'A7', 'Em']",143 bpm,"{'C': 47, 'Csus4': 8, 'F': 41, 'G7': 24, 'Dm': 13}"
204,404,Peaceful Easy Feeling Chords,E,2nd fret,"['D', 'Dsus4', 'G', 'A7', 'Em']",143 bpm,"{'C': 47, 'Csus4': 8, 'F': 41, 'G7': 24, 'Dm': 13}"
205,114,Story Of My Life Chords,D#,3rd fret,"['Am', 'C', 'F', 'G']",121 bpm,"{'Am': 24, 'C': 23, 'F': 25, 'G': 10}"
206,74,Traitor Chords,D#,3rd fret,"['C', 'G', 'Am', 'Fmaj7', 'Fm', 'Bdim', 'Em']",80 bpm,"{'C': 24, 'G': 2, 'Am': 24, 'Fmaj7': 21, 'Fm': 2, 'Bdim': 1, 'Em': 21}"
207,78,Bad Liar Chords,D#,1st fret,"['D', 'Bm', 'G', 'A', 'A/C#', 'F#m', 'Dsus2']",89 bpm,"{'C': 28, 'Am': 21, 'F': 18, 'G': 7, 'G/B': 7, 'Em': 1, 'Csus2': 1}"
208,336,Your Song Chords,D#,1st fret,"['D', 'G', 'A', 'F#m', 'Bm', 'Em7', 'Bm/A', 'Bm/G#', 'A/C#', 'Gmaj7', 'F#', 'Em', 'G6', 'D/F#', 'G/D', 'A/D']",64 bpm,"{'C': 20, 'F': 16, 'G': 11, 'Em': 5, 'Am': 16, 'Dm7': 7, 'Am/G': 8, 'Am/F#': 8, 'G/B': 9, 'Fmaj7': 8, 'E': 4, 'Dm': 5, 'F6': 3, 'C/E': 2, 'F/C': 2, 'G/C': 1}"
209,338,Your Song Chords,D#,1st fret,"['D', 'G', 'A', 'F#m', 'Bm', 'Em7', 'Bm/A', 'Bm/G#', 'A/C#', 'Gmaj7', 'F#', 'Em', 'G6', 'D/F#', 'G/D', 'A/D']",64 bpm,"{'C': 20, 'F': 16, 'G': 11, 'Em': 5, 'Am': 16, 'Dm7': 7, 'Am/G': 8, 'Am/F#': 8, 'G/B': 9, 'Fmaj7': 8, 'E': 4, 'Dm': 5, 'F6': 3, 'C/E': 2, 'F/C': 2, 'G/C': 1}"
210,346,Landslide Chords,D#,3rd fret,"['G', 'C', 'G/B', 'Am7', 'Am', 'D7/F#', 'D/F#', 'Em']",80 bpm,"{'G': 5, 'C': 29, 'G/B': 52, 'Am7': 27, 'Am': 3, 'D7/F#': 8, 'D/F#': 3, 'Em': 4}"
211,371,How Deep Is Your Love Chords,D#,1st fret,"['D', 'Dmaj7', 'Gmaj7', 'G/A', 'F#m7', 'Em7', 'B7', 'F#7', 'Bm7', 'C9', 'Gm6', 'Am/C']",105 bpm,"{'C': 23, 'Cmaj7': 7, 'Fmaj7': 10, 'F/G': 13, 'Em7': 13, 'Dm7': 17, 'A7': 8, 'E7': 3, 'Am7': 3, 'A#9': 3, 'Fm6': 10, 'Gm/A#': 5}"
212,374,Bad HG#it Chords,D#,no capo,"['A#m9', 'D#6', 'C#maj7', 'D#9', 'Amaj7', 'Gm7b5', 'Fm9']",84 bpm,"{'Gm9': 22, 'C6': 38, 'A#maj7': 35, 'C9': 6, 'F#maj7': 21, 'Em7b5': 14, 'Dm9': 7}"
213,282,Bridge Over Troubled Water Chords,D#,3rd fret,"['C', 'F', 'A#', 'G', 'Am', 'G7', 'C7', 'D', 'F#dim', 'A7sus', 'A7', 'E7', 'G9', 'D7', 'Fm', 'Fmaj7', 'D9', 'E']",NF,"{'C': 33, 'F': 38, 'A#': 3, 'G': 9, 'Am': 13, 'G7': 2, 'C7': 9, 'D': 3, 'F#dim': 4, 'A7sus': 3, 'A7': 3, 'E7': 5, 'G9': 1, 'D7': 1, 'Fm': 2, 'Fmaj7': 2, 'D9': 3, 'E': 2}"
214,218,Bad HG#it Chords,D#,no capo,"['A#m9', 'D#6', 'C#maj7', 'D#9', 'Amaj7', 'Gm7b5', 'Fm9']",84 bpm,"{'Gm9': 22, 'C6': 38, 'A#maj7': 35, 'C9': 6, 'F#maj7': 21, 'Em7b5': 14, 'Dm9': 7}"
215,283,Bridge Over Troubled Water Chords,D#,3rd fret,"['C', 'F', 'A#', 'G', 'Am', 'G7', 'C7', 'D', 'F#dim', 'A7sus', 'A7', 'E7', 'G9', 'D7', 'Fm', 'Fmaj7', 'D9', 'E']",NF,"{'C': 33, 'F': 38, 'A#': 3, 'G': 9, 'Am': 13, 'G7': 2, 'C7': 9, 'D': 3, 'F#dim': 4, 'A7sus': 3, 'A7': 3, 'E7': 5, 'G9': 1, 'D7': 1, 'Fm': 2, 'Fmaj7': 2, 'D9': 3, 'E': 2}"
216,151,Bad Liar Chords,D#,1st fret,"['D', 'Bm', 'G', 'A', 'A/C#', 'F#m', 'Dsus2']",89 bpm,"{'C': 28, 'Am': 21, 'F': 18, 'G': 7, 'G/B': 7, 'Em': 1, 'Csus2': 1}"
217,157,Before You Go Chords,D#,1st fret,"['D', 'Bm', 'G', 'Asus4', 'A']",112 bpm,"{'C': 14, 'Am': 13, 'F': 12, 'Gsus4': 4, 'G': 19}"
